,DATE,STAR,REVIEW
8884,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,멤버쉽 포인트를 어떻게 사용하는지 잘 몰라서 지금껏 사용해본적이 없는데 이런 편리한 어플이나와서 저같이 멤버쉽포인트를 사용하지 못했던 사람들에게 아주 큰 도움이됩니다! 서비스와 고객관리가 최고에요 :)
8885,2018년 2월 4일,별표 5개 만점에 1개를 받았습니다.,니가 뭔데 출처를알수없는앱설치를 꺼라마라세요? 은행앱도 그렇겐 안해 데이터보안은 니가 책임을 져야지?
8886,2018년 2월 5일,별표 5개 만점에 5개를 받았습니다.,"모바일이 아닌 pc에서만 영화를 예매할 수 있었던 점을 개선해 주셔서 정말 감사합니다 누무 편리하고 좋아진 것 같아요! 앞으로도 영화나 편의점, 베이커리에서 많은 해택을 볼 수 있게 해주신다면 좋겠습니다 ! 감사합니다"
8887,2018년 2월 3일,별표 5개 만점에 1개를 받았습니다.,업데이트 후 가입하래서 휴대폰인증정보 입력했는데 가입자와 맞지않는다고 오류뜨네요 어떻게해야하나요?
8888,2018년 2월 6일,별표 5개 만점에 5개를 받았습니다.,"전보다 기능이 업그레이드 돼서 쓰기 편해졌습니다! 옛날에 안쓰던 편의점이나 다른 멤버십 포인트까지 한눈에 볼수있어서 편리하구요 소액결제 기능까지 한눈에 보이네요 결제하고 싶어지게...ㅋㅋ 제가 VIP로 영화콕 혜택을 받고 있는데요, 카페로 바꾸고 싶기도 하네요~ㅎㅎ 혜택을 6개월에 한번씩만 지정할수 없어 신중히 선택해야합니다ㅋㅋ 더 많은 기능도 업그레이드 해주시고 유플러스 멤버십 포인트를 더 활용할 수 있는 방법이나 사용처도 다양해졌으면 좋겠네요 ^^ 감사합니다~"
8889,2018년 2월 4일,별표 5개 만점에 3개를 받았습니다.,저희 가족통합해서 5명이서 5년정도 써가는데요... 통신사옮길까생각중입니다. 혜택이너무없어요..타사에비해
8890,2018년 2월 6일,별표 5개 만점에 5개를 받았습니다.,편의점에서 멤버십이랑 한번에 할인받고 결제할수잇어서 너무좋아요 기존에 월렛썻을땐 바코드찾고 카드내고 햇엇는데 한번에 결제되니 굿입니다용
8891,2018년 2월 4일,별표 5개 만점에 5개를 받았습니다.,다양한 기능 및 혜택 정말 잘 사용중입니다. 유플러스가 최고같아요 ㅎㅎ
8892,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,나만의콕혜택을 제대루 이용하지못하고있습니다 ..ㅠㅠ 더많은 혜택이 나오는그날까지 화이팅하고 힘써주세요~~
8893,2018년 2월 4일,별표 5개 만점에 1개를 받았습니다.,장기가입 고객의 멤버쉽 혜택은 줄어들고 무슨 좋은 말을 듣겠다고 응원이벤트냐? 약정끝나면 번호이동할란다....
8894,2018년 1월 31일,별표 5개 만점에 4개를 받았습니다.,혜택이 줄어드는 경향이 잇습니다. 장기사용자여서 작년까지 vip등급이던게 골드로 떨어지고..
8895,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,역시 U+ 최고! 사람들을 위해 일하는 U+ !! 앞으로 좋은일만 있기를 바래요ㅎㅎ
8896,2018년 1월 31일,별표 5개 만점에 1개를 받았습니다.,업데이트하라해서 했더니 있는거 다빼앗아가버리고 화만 남네요~lg 그만쓸까 해요
8897,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,멤버쉽앱에서 한번에 하니깐 편리하고 좋은거 같아요 근데 기존에 사용하던 스마트월렛 삭제기능이 없어 업데이트를 통해 개선되어야 할거 같습니다 항상 고객의 편의를 위해 고생하는 개발자분들 감사합니다
8898,2018년 2월 7일,별표 5개 만점에 5개를 받았습니다.,멤버쉽 혜택이 많이 줄고 공지를 제대로 안해줘서 아쉬었습니다 하지만 타 브랜드 와 비교하면 비슷한 혜택이여 괜찮은것같습니다. 소액결제와 다른 상점들의 멤버쉽이 결합되어있어 간편하게 사용할 거 같습니다.
8899,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,많은게 통합되서 이 앱 저 앱 일일히 찾아 들어갈 번거로움도 사라지고 편리해졌어요~ 근데...영화보기가 월 1회가 되버렸네요ㅠ 그 부분은 조금 아쉬워요~ 그리고 소액결제 시 지문인증으로 처리할 수 있게 설정 추가 된다면 더 편리할 것 같아요~ 엘지유플러스 장기 사용 하는데 티비도 인터넷도 핸드폰도 모두 만족스럽습니다
8900,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,네트워크 오류+잦은 접속불가.. 기존 월렛을 없애고 현 쓰레기 어플의 강제사용을 종용하는 문제 등등
8901,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,결제 기능까지 더해져서 더욱 편해졌네요. 바뀐 메뉴들도 알아보기 쉬워 좋습니다. 번창하세요.
8902,2018년 2월 4일,별표 5개 만점에 5개를 받았습니다.,"멤버쉽이 아주 편하게 바뀌었네요... 다만, 각각 영역에 대한 설명이 조금 더 있었으면 합니다."
8903,2018년 2월 1일,별표 5개 만점에 1개를 받았습니다.,혜택이 엄청 줄었네요. VIP면 뭐해요. 딴통신사 일반멤버수준. 약정끝나면 갈아타야겠네요
8904,2018년 2월 5일,별표 5개 만점에 1개를 받았습니다.,Vvip에서 이번년도부터다이아로떨어졌는데19만포인트가지고있습니다 어쩌라고 통신사바꾼다
8905,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,영화예매에 휴대폰결제까지 간편하고 편리하며 포인트적립까지 간편해서 너무 좋은거 같습니다 옛날꺼보다 훨씬 편해서 너무 좋구요 앱디자인이나 여러가지 이벤트 등등 너무 편리하게 잘쓰고있습니다 짱!!^^♡
8906,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,진짜 쓰레기네 엘지 유플러스 좋은지알았더니.. sk 로 옮겨야될듯 vvip? 약정만끝나봐라
8907,2018년 2월 5일,별표 5개 만점에 3개를 받았습니다.,나만의콕골라서하는거좀불편함 뭐살때할인받고싶어서쇼핑골랏디만영화보고싶고영화로봐꾸이사고싶은거할인받고싶고 영화보고싶어서남친이랑맞춰서영화로봐꿧디만헤어짐ㅋㅋㅋ 쓸일이없어졌다... 콕봐꾸는거도기간있으이그거지나면바로봐꿀거임 vvip면뭐하나쓸일이없는데.... 또르르
8908,2018년 2월 4일,별표 5개 만점에 5개를 받았습니다.,새로 바뀐 앱은 반응도 빠르고 여러 멤버쉽 앱과도 호완이 잘 되서 쓰기 편리하네요! 앱도 많이 개선된 만큼 할인 범위도 많이 개선 됬으면 좋겠네요~
8909,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,추천매장이 메인화면에 뜨는점 편리하네요 그리고 콕 잘 이용하고 있었는데 통신사들 전체적으로 혜택이 줄어들어 아쉽네요 앞으로도 좀 더 직관적으로 쉽게 이용할 수 있도록 변화 바라봅니다
8910,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,업데이트 되어서 눈에 쏙쏙 들어오게 확바꼈네요 소액결제도 되고 본인이 원하는 타멤버쉽 바코드도 한어플로 같이 이용할수 있어서 맘에 듭니다 이제 일일히 적립카드 안가지고 다녀도 되겠어요 유플러스 포인트로 파파이스나 아메리카노 잘 이용하고있어요^^
8911,2018년 2월 7일,별표 5개 만점에 5개를 받았습니다.,vip인데요..나름 만족하고 사용하나 사용처를 분기별로 변경해서 사용하고 묶어져 있어 불편해요~~ 혜택 줄거면 화끈하게 부탁해요~
8912,2018년 2월 8일,별표 5개 만점에 3개를 받았습니다.,앱이 고급스러워졌네요 사용할 수 있는곳도 안내가 되어있어 좋아진것 같아요 소액결제도 되는게 유사시에 편리하겠어요^^ 다만 영화 혜택이 줄어든것이 아쉽네요 소비자들에게 다른 통신사혜택과 비교해서 엘지를 선택하게 만들수도 있었던 좋은 혜택이었다고 생각합니다
8913,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,8년째 쓰고있는 유플러스멤버십 정말 좋네요 스타벅스 커피도 무료로 먹고 Gs편의점에서 할인! 팝카드 할인까지 더블할인받고 쓰고잇습니다 Vvip 라서 20만원 올해 마일리지 들어왓는데요 금방 다쓸거같네요~~♡♡
8914,2018년 2월 3일,별표 5개 만점에 5개를 받았습니다.,"유플러스 멤버십 어플이 완전히 업그레드 됐네요~ 어플내 바코드만으로 오프라인에서도 소액결제가 가능한것이 무척 마음에 들어요. 쓸수있는 업체들도 생각보다 무지 다양하네요. 지갑 깜빡하고 놓고와도 이제 폰만 있으면 걱정 없겠어요. 특히 편의점에서 번거롭게 멤버십카드,결제할 카드 따로따로 안내도 되고 이 어플 하나로 해결 가능해서 써보니 넘 편리하고 좋은것 같아요~!"
8915,2018년 2월 6일,별표 5개 만점에 1개를 받았습니다.,ㅋㅋㅋ요금제 적게 쓰는 사람은 거의 혜택이 없어졌네요 나만의 콕이 제일 쓸만했는데 약정 끝나면 통신사 갈아타야지 ㅠㅠ
8916,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,"♡응원댓글♡편의점이나 빵집,영화등등 자주이용하는곳이 할인지점들이 다양하여서 활용도가 높습니다~지정할인이라는 시스템도 섬세한배려들로 보이고 무엇보다 앱자체가 초보자들도 사용하기 편리하게 나와있고 쓰는데 어려움이 없어요~"
8917,2018년 2월 3일,별표 5개 만점에 2개를 받았습니다.,너무 불편하고 손에있는 핸드폰보다 PC가 더 좋다. 핸드폰에서는 예약이 안된다고하고 PC에서는 예약이된다. 너무 너무 줄편해
8918,2018년 2월 3일,별표 5개 만점에 3개를 받았습니다.,통합은만족하고 소액결제도함께되니더좋습니다작년에도하던 영화월 2회 이런서비스도없어지고해서 유플러스멤버쉽의미를 많이잃어버린것같습니다
8919,2018년 2월 4일,별표 5개 만점에 4개를 받았습니다.,그나마 다른 업체보단 혜탁이많아 좋았는데 점점 혜택이 줄어드니 좀 그렇네요
8920,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,왜 가입하기 밖에 없음? 업데이트 후에 로그인 하는 것도 없고 가입하래서 가입 진행 했는데 네트워크 문제 뜨면서 가입되지도 않고;; 이따구로 관리할거면 유플러스 누가 씀?
8921,2018년 1월 31일,별표 5개 만점에 1개를 받았습니다.,"오랫동안 인터넷,통신사 써왔는데 개판됐네요. . 이젠 빠이빠이~~ 절이 싫으면 중이 떠나야지요"
8922,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,업그레이드가 한층 깔끔해졌네요. 40대 중반인 저에게도 한눈에 쏙 들어옵니다. 앞으로도 계속 응원하겠습니다
8923,2018년 2월 6일,별표 5개 만점에 5개를 받았습니다.,하나의 멤버쉽카드로 할인 결제 적립을 하난번에 할수있고 쇼핑등 다양한 혜택을 받을수있어 너무좋아요 멤버쉽 포인트로 엘지 생활건강에서 물건도사고 추가할인도받고 1석2조에요
8924,2018년 2월 4일,별표 5개 만점에 1개를 받았습니다.,위젯에서 멤버쉽카드 누르면 꼭 앱이실행후에 바코드가 떠야하나요?? 바로 바코드가 뜨게해주시면 안돼나요???
8925,2018년 2월 8일,별표 5개 만점에 1개를 받았습니다.,엘지는 vip혜택이 너무 없어요‥‥포인트만 주면 뭐하나‥‥다 제약 걸어놓고 ‥현금처럼 쓰게 해줘야죠 영화콕도 일회줄고 어플도 바뀐다 어쩐다 뭐가 변한다 문자도 없다가 어플새로 단장했다고 칭찬글 쓰라니‥잘하면 그런 요구 안해도 먼저 쓰러 옵니다요 엘지 정신차리길!!폰 바꾼지 얼마 안됐지만 왜 3자인지 알것같은 느낌적인 느낌
8926,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,멤버스가 되면서 멤버쉽관리나 이벤트 등 보기가 매우 편리해진거같아요 그전에는 포인트나 이벤트 참여를 따로 안찾아봤었는데 이제는 보여서 하게되네요 20일이 생일날인데 생일관련 혜택도 있으면 좋겠네요^^
8927,2018년 2월 7일,별표 5개 만점에 3개를 받았습니다.,좋은점은 깔끔하고 보기 편하네요. 단점은... 혜택이 너무 줄었어요.. VIP인데.. ㅜㅜ
8928,2018년 1월 31일,별표 5개 만점에 5개를 받았습니다.,예전꺼보다 더 편리해 지고 한번에 볼수 있어서 너무 좋아요^^조금더 추가 하자면 자동으로 등급별로 혜택과 혜택 사용제한되어있는애는 혜택 사용 횟수 남은 횟수 표시가 되면 좋을거 같아요
8929,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,멤버스어플통합으로편리하게 사용할수있게 되어 좋습니다!포인트를 보다 넓은조건넓은조건으로 사용했으면 더 좋을듯합니다~
8930,2018년 2월 4일,별표 5개 만점에 1개를 받았습니다.,구려요 혜택보기도 어렵고 전이 낫네요 혜택도줄고 진짜별로임
8931,2018년 2월 8일,별표 5개 만점에 4개를 받았습니다.,앱있는줄 알았음 진작 깔아서 할인받는건데 아무튼 유용하게 잘쓰구 있구 유플러스가 멤버쉽포인트 많이 줘서 좋은데 포인트로 휴대폰요금결제에도 쓰면 좋겠네요
8932,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,유플러스 맴버쉽을 오랫동안 사용했는데 제겐 잘 밎고 좋은 것 같습니다. 이번에 새로 업데이트.된 것은 디자인도 예쁘고 더욱 편리하게 사용할 수 있을 것 같습니다. 잠금화면에서도 바로 들어갈 수 있는 기능은 좋은 것 같습니다
8933,2018년 2월 21일,별표 5개 만점에 5개를 받았습니다.,로그인 기능 왜 없앤 건가요? 이유 좀 알려주세요. 가입하기 밖에 없어서 굉장히 불편합니다.
8934,2018년 2월 1일,별표 5개 만점에 4개를 받았습니다.,다른 앱을 사용해서 멤버십과 적립카드를 사용했었는데 이제 유플러스 멤버십앱에서 할수있어서 좋은것 같습니다. 생각보다 무겁지고 않고 다양한 이벤트를 해서 유플러스 멤버십 사용을 활성화 했으면 좋겠습니다. Taesukim81@gmail com
8935,2018년 2월 5일,별표 5개 만점에 4개를 받았습니다.,앗 저는 타통신만쓰다가 유플러스에서 VIP등급인데 첫해라 멤버쉽 영화 한달에한번씩 잘쓸예정이에요 근데 장기고객은 아까운점들이 보이네요 ㅜ
8936,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,뮈 이딴 쓰레기 앱이 다 있냐 기존에 월렛앱에서 업그레이드인줄 알았는데 다운그레이드네 앱이 켜져야 포인트를 쓰지 켜지지도 않게 만드냐 통신사가 3개 있는덕 3위인 이유가 있네
8937,2018년 2월 2일,별표 5개 만점에 4개를 받았습니다.,개선된 어플좋긴해요 하지만 포인트혜택이너무작아져서 불편하네요 그리고 콕혜택도 좀 개선이필요할듯 하구요 콕변경도 넘 제한이라 불편하네요 다른것은 굿입니다
8938,2018년 2월 8일,별표 5개 만점에 5개를 받았습니다.,벌써 유플러스와 함께한지 3년은넘은거같아요 ^^ 저희집 은 모두 유플러스를 쓰는만큼 다른통신사들에 비해 혜택도 좋구 영화도 볼수있고 포인트로 할인도받을수있어서 소소하지만 넘 잘쓰고있어요^^ 앞으로도 유플러스와 쭈욱 함께할께요 ^^
8939,2018년 2월 2일,별표 5개 만점에 4개를 받았습니다.,새로 개편된 맴버스 응원합니다. 근데 장기고객 vip등급은 돌려주세요~!
8940,2018년 1월 31일,별표 5개 만점에 3개를 받았습니다.,어플이 개선되서좋긴한데 너무 복잡해졌네요 더불어 공개된장소에 이벤트를위해 이메일을 적으라고하는것은 좀 생각이없는 처사가 아닌가 싶네요
8941,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,멋대로 회원 등급 내리는 것 까지는 참습니다. 아예 안 켜지는 건 또 뭡니까? 진짜 약정만 끝나면 바로 때려칠 겁니다.
8942,2018년 2월 2일,별표 5개 만점에 2개를 받았습니다.,아니 vvip랑vip랑 차이가뭐에요? vvip는ㅋㅋㅋ똑같아vip랑
8943,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,예전엔 멤버쉽 혜택에 대해 잘 몰랐는데 멤버스 어플 이용해보니 무심코 지나친 혜택들이 많았네요 예전보다 이용하는데 더 편리해진거 같고 앞으로 자주 애용해야겠네요 ㅎㅎ
8944,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,앱에서 오류가 간혹 발생됩니다 예를들어 주소 검색할때 도로명으로 검색하면 DB접속불가가 되네요 이런 자잘한 오류수정만 완료되면 괜찮을것 같습니다
8945,2018년 2월 6일,별표 5개 만점에 5개를 받았습니다.,이런 기능 완전 좋아요 ! 더 많은 더 좋은 개선 부탁드립니다. 꾸준히 쓰고있어용 Lg 가즈아~
8946,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,이 어플을 사용하면서 많은 혜택을 보게 되어 좋아요! 그리고 한눈에 제가 사용할 수 있는 쿠폰이 볼 수 있어 편리한거 같네요 많은 이용 부탁드려요
8947,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,새로 바뀐 UI 훨씬 깔끔해서 좋아요~ 제휴 멤버쉽 기능도 그뤠잇! 다만 기본혜택은 메인에 잘 보이게 했으면 좋겠습니다~
8948,2018년 2월 6일,별표 5개 만점에 4개를 받았습니다.,7년간 u+를 쓰고 있는 사용자 입니다 조금더 고객들이 편리하게 사용할수 있도록 노력히주시면 더욱더 발전된 통신사가 될것 같습니다.
8949,2018년 2월 6일,별표 5개 만점에 1개를 받았습니다.,장기고객 또는 VIP가 무슨소용. 어차피 못쓰는거
8950,2018년 2월 6일,별표 5개 만점에 4개를 받았습니다.,어플은 편리하고 정리가 잘되어있어 편리하네요 그런데 실제 할인이나 업체들이 줄어 포인트가 있어도 써먹을수 있는데가 별로 없다는게 단점인것같아요
8951,2018년 2월 4일,별표 5개 만점에 4개를 받았습니다.,포인트사용할수있는 가맹점이나 사용처가 많았으면 합니다 포인트는 남아도네요
8952,2018년 2월 3일,별표 5개 만점에 5개를 받았습니다.,처음에는 멤버십포인트 이런게 뭐가필요하겟어싶어서 그냥무심결에 넘겻는데 U+멤버십을보니까 60000원이 모여잇더라구요 진작에 모을껄생각이들면서 다시한번 포인트에 소중함을 알게되엇어요ㅎㅎ
8953,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,여러 유용한 기능을 하나로 통합해 사용할 수 있다는점이 상당히 매력적입니다 특히 이번에 추가된 소액결제는 정말 편리하게 이용 가능할것같아요~ 잘사용할게요 고맙습니다 ^^
8954,2018년 2월 8일,별표 5개 만점에 4개를 받았습니다.,유용하게 쓸수있는 곳이 생각보다 많네요~ 카드로 가지고 있을땐 꺼내기 싫어 지나쳤는데 역시 요즘엔 앱이 간편하고 좋네요~ 앞으로도 편리하고 좋은 서비스 잘 부탁드려요~^^
8955,2018년 2월 27일,별표 5개 만점에 1개를 받았습니다.,쓸려고 열때마다 업데이트 하라고 하고 강제로 업데이트 시키고 개인정보 긁어가고 아주 쓰레기 같은 앱 이런 걸 쓰라고 만들어 놨냐
8956,2018년 2월 6일,별표 5개 만점에 3개를 받았습니다.,"아니ㅣㅣㅣ 콕을 하나만 설정하는건 좀 그릏다 이럴거면 제대로 알려주고나 설정하게 해주지 그냥 선택하라고 던져주며 선택하게 해놓고 ""응~그게 니 혜택이야^^"" 이러니깐 기분이 별로네 이럴거면 영화선택했지!!! 통학해서 교통으로 선택했더니 티머니 4천원 주고 끝이냐?으으;;;;;"
8957,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,통합되고나서 앱이 열리지도않네요ㅡㅡ 네트워크확인하라고나하고 개짜증이네 약정만 끝나면 다른데로 넘어가야겠음ㅡ
8958,2018년 3월 3일,별표 5개 만점에 2개를 받았습니다.,업데이트좀 적당히 합시다 쓸려고하면 업데이트하라해서 기다려야되고 뒷사람한데 피해주고 이게뭡니까ㅡㅡ
8959,2018년 2월 2일,별표 5개 만점에 4개를 받았습니다.,소액결제 까지 가능해져서 편리한거 같아요 더 좋은 기능들과 제휴점 많이 지면 좋겠어요
8960,2018년 2월 3일,별표 5개 만점에 4개를 받았습니다.,제휴할인도 한번에 받을수있어서 편리해졌으나 멤버쉽혜택이 줄어든건 매우 아쉬워요 영화 잘 보고 있었는데 달에 두번에서 한번으로 갑자기 바뀌다니 영화 예매하다가 안되서 당황함
8961,2018년 2월 4일,별표 5개 만점에 2개를 받았습니다.,혜택을 너무 확 둘여놓고 잘쓰고 있던 어플도 불편하게 해놓은거 같네요.. U+ 이번에도 약정해놔서 쓰지만 다음에는 옮길거 같네요..
8962,2018년 2월 7일,별표 5개 만점에 4개를 받았습니다.,아직 사용은 안하고있지만 지갑에 카드를 안꺼내고 잠금 화면에서 바로 사용할 수 있을것 같아서 편할것같네요
8963,2018년 2월 8일,별표 5개 만점에 4개를 받았습니다.,타통신회사 한곳만 줄곳 쓰다가 LGT로 번호이동했는데 멤버쉽도 너무 맘에 들어요~ vip혜택이 줄어서 아쉽지만 gs편의점에서 멤버쉽 잘 쓰고 있어요~ 바코드 바로 띄워서 할인~ 넘 좋아요~~♡
8964,2018년 2월 3일,별표 5개 만점에 5개를 받았습니다.,멤버스앱의 서비스를 바로바로~~~좋아하는 커피를 무료로 마실 수 있어 느무 좋고 다들 부러워해요 단하나 이용할 수 있는 브랜드를 좀더 늘려주면 완전 좋겠어용
8965,2018년 2월 2일,별표 5개 만점에 1개를 받았습니다.,아니 개망신주는것도아니고 어쩌다 할인한번 받을라고 실행시키면 업데이트하고 재로그인시키고 멤버쉽이 포인트만 잘쓰면되지 왜 업뎃이잦은건데요?
8966,2018년 2월 5일,별표 5개 만점에 5개를 받았습니다.,좋습니다 화이팅!!!아쉽다면 포인트사용을 혜택을 크게해줬으면 바램입니다
8967,2018년 2월 2일,별표 5개 만점에 5개를 받았습니다.,멤버스 어플로 소액결제 포인트 적립 할인등 다양해졌지만 vip영화선택한저로선ㅜ영화2번이 한번으로 바뀌어서 너무너무 슬프긴합니당 엉엉 그래도 응원합니다 늘 발전해가는 엘지 화이팅
8968,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,나이 든 사람은 사용이 어려울것 같아 망설였는데 가입하고 나니 앞으로 소액결재시 적극 사용하기로 했습니다
8969,2018년 2월 3일,별표 5개 만점에 5개를 받았습니다.,편의점 할인만 받다가 내주변에있는매장등 편리하게 할인받을수있어서 좋은것 같습니다 그전에 비해 엄청 편리해진것같고 사용하기에 불편한점이 없어지고 많은기능이 생긴것같아서 좋아요
8970,2018년 2월 7일,별표 5개 만점에 3개를 받았습니다.,유플러스이지만 마이너스되는걸 수정해야 다른분들도 플러스라고 느낄꺼 같네요!! 10년이상쓰는 LG인만큼 더 좋아지는 모습 기대하겠습니다
8971,2018년 2월 2일,별표 5개 만점에 4개를 받았습니다.,할인과적립 그리고 소액결제까지 한번에 세가지를 처리할 수 있어 편리하기는 한데 영화예매1회로 축소되어 많이 아쉽네요
8972,2018년 4월 29일,별표 5개 만점에 3개를 받았습니다.,업데이트 좀 제발 그만해요 뭐 바뀌는 것도 없는 거 같은데 되게 자주쓰는 종류 앱 치고 업데이트가 너무 많으니까 바로바로 못 써서 불편해 죽겠네요
8973,2018년 2월 6일,별표 5개 만점에 1개를 받았습니다.,다이아등급인데 올해부터 콕이 vip부터만되고 혜택도 줄이고 기분더럽네요 ㅋㅋㅋ 포인트는 10만넘게있는데 쓸수있는게없네 편의점음식이랑 빵만먹다죽어도 다못쓰겠다^^
8974,2018년 2월 10일,별표 5개 만점에 1개를 받았습니다.,무슨 인증하는데 앱 설치를 두개나 하나요 포인트 쓰는게 그렇게 고깝나 쓸수있는 혜택도 줄여놓은 마당에 폰기능 느려지게 앱설치는 늘리고 짜증나서 통신사를 갈아타든가해야지;;;
8975,2018년 2월 1일,별표 5개 만점에 3개를 받았습니다.,좀더 지켜봐야겠지만 혜택이 갈수록 줄어들고있다는건 사실이지요? 고객들이 그 사실을 알면서도 왜 엘지에 남아있으려 해야할까요? 한번 고심해주세요
8976,2018년 2월 3일,별표 5개 만점에 5개를 받았습니다.,깔끔해진 ui로 훨씬 좋아진것 같아요! 발전하는모습 보기좋습니당♡
8977,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,니들은 진짜 하는 게 뭐냐.. 이익만 챙기기 바쁘고 고객은 생각하지도 않네. 초심을 잃지를 마라 다른 통신사로 넘어가는 거 가지고 속상해하지말고 니들이 이따위니깐 그렇지
8978,2018년 2월 1일,별표 5개 만점에 5개를 받았습니다.,언제나 사용하면서 즐기고 있습니다 하지만 소비자에게 통보도 없이 영화보기써비스나 스타벅스 사이즈업 같은거 횟수를 줄인것은 약간불만족합니다 의견을 한번이라도 묻고 결정해주는 서비스가 좋지 않을까요
8979,2018년 2월 1일,별표 5개 만점에 3개를 받았습니다.,영화1편으로? ㅠㅠ 너무함. 앱쇼핑 연계된곳이 별루없음ㅡㅡ 소액결제 이용할수있는 매장이 GS25편의점밖엔없음ㅜ
8980,2018년 2월 8일,별표 5개 만점에 5개를 받았습니다.,진짜 최고에요 !!!편의점에서 할인받거나 영화볼때 공짜 혜택까지 아주 꿀이에요 저같은 사람에겐 꼭 필요한 어플인거같아요 이제 소액결제 기능까지 추가가되니 이보다 더 좋을수 있을까요??? 완전 !!!믿고 쓰는 유플러스 멤버스 깔아보세요!!!
8981,2018년 2월 1일,별표 5개 만점에 3개를 받았습니다.,영화 혜택 좀더 주세요 이상한거 만들지말구요 다른거 혜택거의안쓰는데 쓰잘대기없는거 만들지말고요 영화혜택을더주세요 그거때문에 쓰는건데..
8982,2018년 2월 4일,별표 5개 만점에 3개를 받았습니다.,막말로 포인트왜있나요 말이 vip지 큰의미가 전혀 없는거 같아요 개선이 많이필요합니다
8983,2018년 2월 10일,별표 5개 만점에 1개를 받았습니다.,"멤버스로 바꼈다고 혜택도 줄고 쓸모없는 포인트만 쌓여있고, 이번건 누가해쳐먹는거냐ㅋㅋ 그리고 멤버스 사용자많다고 가입도 못하게만들어놨네 VVIP 인데 이런계급없애라 아무작에도 쓸모없다"
8984,2018년 2월 13일,별표 5개 만점에 1개를 받았습니다.,장난치나 예매할려고 들어가도 계속 네트워크 오류 뜨고 아무것도 안되는데 내 포인트를 못쓰게 만들려고 작정했나.. 전화를 할려해도 계속 통화중이라고 하고 진짜 직원을 늘리던지 좀 답답해 미치겠네 유플러스 진짜..
8985,2018년 2월 1일,별표 5개 만점에 2개를 받았습니다.,별 2개인 이유는 멤버쉽 어플을 꾸준히 발전하는 모습 때문이고 별3개가 빈이유는 혜택 실용성이 점점 떨어지기때문이에요..특히 월 2회로 보던 영화도 월 1회로 떨어지면서 다른데보다 딱히 내세울 메리트도 없어지고 쓸데없는 쿠폰만 늘어나네요.초반에 혜택 나누는것도 맘에 안들엇지만 영화가 두편인걸로 달랫어요 하지만 이젠 정말 갈아타고싶어지네요 유플을 오래쓰는 마음에서 하는 이야긴데 노력하는 모습은 정말감사합니다 다음엔 좀더 소비자를 생각해주는 발전이 되었으면 좋겟습니다
8986,2018년 1월 31일,별표 5개 만점에 5개를 받았습니다.,유플만8년째사용하는데.앱다운받아쓴지는얼마안됐어요.편리해서.자주들어가게되네요.굿~도장꽝꽝^^
8987,2018년 3월 18일,별표 5개 만점에 1개를 받았습니다.,쓸때마다 업데이트를 하라고 함. 바코드는 당췌 어딧는지 보이질 않아서 고객센터앱에 들어가서 찾아 썼네요
8988,2018년 2월 23일,별표 5개 만점에 3개를 받았습니다.,Gs 포인트 L포인트에 가입하고 싶은데 주소랑 이메일을 입력하라고 해서 주소를 입력하려고 하는데 다른 지역들은 있으면서 특정 지역은 나오지도 않네요 빨리 고쳐주세요
8989,2018년 2월 2일,별표 5개 만점에 4개를 받았습니다.,소액결제에 여러 편의점혜택도 누릴 수 있어서 좋아요 지에스편의점을 자주 이용하는데 1일1회로 제한되어 아쉽습니다 적립금도 많이 줄어들었네요
8990,2018년 2월 6일,별표 5개 만점에 5개를 받았습니다.,유플러스 8년 vvip 장기고객입니다. 멤버쉽 혜택이 많이 줄었들었네요. 더 많은 혜택으로 다른 통신사들과 다르게 고객들을 신경쓰고 있다는 것을 보여주셨으면 좋겠습니다.
